samhita	pada
pr;a sady;o agne ;aty e.sy any;aan aav;ir y;asmai c;aarutamo babh;uutha ii.d;enyo vapu.sy:o vibh;aavaa priy;o vi;s;aam ;atithir m;aanu.sii.naam	pr;a sady;a.h agne ;ati e.si any;aan aav;i.h y;asmai c;aarutama.h babh;uutha ii.d;enya.h vapu.sy:a.h vibh;aavaa priy;a.h vi;s;aam ;atithi.h m;aanu.sii.naam
;avocaama kav;aye m;edhyaaya v;aco vand;aaru v.r.sabh;aaya v;.r.s.ne g;avi.s.thiro n;amasaa st;omam agna;u div:iiva rukm;am uruvy;a;ncam a;sret	;avocaama kav;aye m;edhyaaya v;aca.h vand;aaru v.r.sabh;aaya v;.r.s.ne g;avi.s.thira.h n;amasaa st;omam agna;u div;i iva rukm;am uruvy;a;ncam a;sret
kumaar;am maat;aa yuvat;i.h s;amubdha.m g;uhaa bibharti n;a dadaati pitr;e ;aniikam asya n;a min;aj j;anaasa.h pur;a.h pa;syanti n;ihitam arata;u	kumaar;am maat;aa yuvat;i.h s;amubdham g;uhaa bibharti n;a dadaati pitr;e ;aniikam asya n;a min;at j;anaasa.h pur;a.h pa;syanti n;ihitam arata;u
k;am et;a.m tv;a.m yuvate kumaar;am p;e.sii bibhar.si m;ahi.sii jajaana puurv;iir h;i g;arbha.h ;sar;ado vav;ardh;aapa;sya.m jaat;a.m y;ad ;asuuta maat;aa	k;am et;am tv;am yuvate kumaar;am p;e.sii bibhar.si m;ahi.sii jajaana puurv;ii.h h;i g;arbha.h ;sar;ada.h vav;ardha ;apa;syam jaat;am y;at ;asuuta maat;aa
k.s;etraad apa;sya.m sanut;a;s c;aranta.m sum;ad yuuth;a.m n;a pur;u ;s;obhamaanam n;a t;aa ag.rbhrann ;ajani.s.ta h;i .s;a.h p;alikniir ;id yuvat;ayo bhavanti	k.s;etraat apa;syam sanut;ar c;arantam sum;at yuuth;am n;a pur;u ;s;obhamaanam n;a t;aa.h ag.rbhran ;ajani.s.ta h;i s;a.h p;aliknii.h ;it yuvat;aya.h bhavanti
v;i jy;oti.saa b.rhat;aa bhaaty agn;ir aav;ir v;i;svaani k.r.nute mahitv;aa pr;aadeviir maay;aa.h sahate dur;evaa.h ;s;i;siite ;s;.r:nge r;ak.sase vin;ik.se	v;i jy;oti.saa b.rhat;aa bhaati agn;i.h aav;i.h v;i;svaani k.r.nute mahitv;aa pr;a ;adevii.h maay;aa.h sahate dur;evaa.h ;s;i;siite ;s;.r:nge r;ak.sase vin;ik.se
et;a.m te st;oma.m tuvijaata v;ipro r;atha.m n;a dh;iira.h sv;apaa atak.sam y;ad;iid agne pr;ati tv;a.m deva h;aryaa.h sv:arvatiir ap;a enaa jayema	et;am te st;omam tuvijaata v;ipra.h r;atham n;a dh;iira.h sv;apaa.h atak.sam y;adi ;it agne pr;ati tv;am deva h;aryaa.h sv:arvatii.h ap;a.h ena+ jayema
tv;am aryam;aa bhavasi y;at kan;iinaa.m n;aama svadhaavan g;uhyam bibhar.si a;nj;anti mitr;a.m s;udhita.m n;a g;obhir y;ad d;ampatii s;amanasaa k.r.n;o.si	tv;am aryam;aa bhavasi y;at kan;iinaam n;aama svadhaavan g;uhyam bibhar.si a;nj;anti mitr;am s;udhitam n;a g;obhi.h y;at d;ampatii s;amanasaa k.r.n;o.si
bh;uuri n;aama v;andamaano dadhaati pit;aa vaso y;adi t;aj jo.s;ayaase kuv;id dev;asya s;ahasaa cakaan;a.h sumn;am agn;ir vanate vaav.rdhaan;a.h	bh;uuri n;aama v;andamaana.h dadhaati pit;aa vaso y;adi t;at jo.s;ayaase kuv;it dev;asya s;ahasaa cakaan;a.h sumn;am agn;i.h vanate vaav.rdhaan;a.h
tv;aam agne v;asupati.m v;asuunaam abh;i pr;a mande adhvar;e.su raajan tv;ayaa v;aaja.m vaajay;anto jayemaabh;i .syaama p.rtsut;iir m;artyaanaam	tv;aam agne v;asupatim v;asuunaam abh;i pr;a mande adhvar;e.su raajan tv;ayaa v;aajam vaajay;anta.h jayema abh;i syaama p.rtsut;ii.h m;artyaanaam
ju.s;asvaagna ;i.dayaa saj;o.saa y;atamaano ra;sm;ibhi.h s;uuryasya ju.s;asva na.h sam;idha.m jaataveda ;aa ca dev;aan havir;adyaaya vak.si	ju.s;asva agne ;i.dayaa saj;o.saa.h y;atamaana.h ra;sm;ibhi.h s;uuryasya ju.s;asva na.h sam;idham jaataveda.h ;aa ca dev;aan havir;adyaaya vak.si
j;u.s.to d;amuunaa ;atithir duro.n;a im;a.m no yaj;n;am ;upa yaahi vidv;aan v;i;svaa agne abhiy;ujo vih;atyaa ;satruuyat;aam ;aa bharaa bh;ojanaani	j;u.s.ta.h d;amuunaa.h ;atithi.h duro.n;e im;am na.h yaj;n;am ;upa yaahi vidv;aan v;i;svaa.h agne abhiy;uja.h vih;atya+ ;satruuyat;aam ;aa bhara+ bh;ojanaani
vadh;ena d;asyum pr;a h;i caat;ayasva v;aya.h k.r.nvaan;as tanv:e sv;aayai p;ipar.si y;at sahasas putra dev;aant s;o agne paahi n.rtama v;aaje asm;aan	vadh;ena d;asyum pr;a h;i caat;ayasva v;aya.h k.r.nvaan;a.h tanv:e sv;aayai p;ipar.si y;at sahasa.h putra dev;aan s;a agne paahi n.rtama v;aaje asm;aan
vay;a.m te agna uktha;ir vidhema vay;a.m havya;i.h paavaka bhadra;soce asm;e ray;i.m vi;sv;avaara.m s;am invaasm;e v;i;svaani dr;avi.naani dhehi	vay;am te agne uktha;i.h vidhema vay;am havya;i.h paavaka bhadra;soce asm;e ray;im vi;sv;avaaram s;am inva asm;e v;i;svaani dr;avi.naani dhehi
y;as tvaa h.rd;aa kiir;i.naa m;anyamaan;o 'martyam m;artyo j;ohaviimi j;aatavedo y;a;so asm;aasu dhehi praj;aabhir agne am.rtatv;am a;syaam	y;a.h tvaa h.rd;aa kiir;i.naa m;anyamaana.h ;amartyam m;artya.h j;ohaviimi j;aataveda.h y;a;sa.h asm;aasu dhehi praj;aabhi.h agne am.rtatv;am a;syaam
y;asmai tv;a.m suk;.rte jaataveda ulok;am agne k.r.n;ava.h syon;am a;sv;ina.m s;a putr;i.na.m ! viir;avanta.m g;omanta.m ray;i.m na;sate svast;i	y;asmai tv;am suk;.rte jaataveda.h ulok;am ! agne k.r.n;ava.h syon;am a;sv;inam s;a putr;i.nam viir;avantam g;omantam ray;im na;sate svast;i
s;usamiddhaaya ;soc;i.se gh.rt;a.m tiivr;a.m juhotana agn;aye jaat;avedase	s;usamiddhaaya ;soc;i.se gh.rt;am tiivr;am juhotana agn;aye jaat;avedase
ii.dit;o agna ;aa vah;endra.m citr;am ih;a priy;am sukha;i r;athebhir uut;aye	ii.dit;a.h agne ;aa vaha ;indram citr;am ih;a priy;am sukha;i.h r;athebhi.h uut;aye
;uur.namradaa v;i prathasvaabhy :ark;aa anuu.sata bh;avaa na.h ;subhra saat;aye	;uur.namradaa.h v;i prathasva abh;i ark;aa.h anuu.sata bh;ava+ na.h ;subhra saat;aye
d;eviir dvaaro v;i ;srayadhva.m supraaya.n;aa na uut;aye pr;a-pra yaj;n;am p.r.niitana	dev;ii.h dvaara.h v;i ;srayadhvam supraaya.n;aa.h na.h uut;aye pr;a-pra yaj;n;am p.r.niitana
supr;atiike vayov;.rdhaa yahv;ii .rt;asya maat;araa do.s;aam u.s;aasam iimahe	supr;atiike vayov;.rdhaa yahv;ii .rt;asya maat;araa do.s;aam u.s;aasam iimahe
v;aatasya p;atmann ii.dit;aa da;ivyaa h;otaaraa m;anu.sa.h im;a.m no yaj;n;am ;aa gatam	v;aatasya p;atman ii.dit;aa da;ivyaa h;otaaraa m;anu.sa.h im;am na.h yaj;n;am ;aa gatam
;siv;as tva.s.tar ih;aa gahi vibh;u.h p;o.sa ut;a tm;anaa yaj;n;e-yaj;ne na ;ud ava	;siv;a.h tva.s.tar ih;a ;aa gahi vibh;u.h p;o.se ut;a tm;anaa yaj;n;e-yaj;ne na.h ;ut ava
sv;aahaagn;aye v;aru.naaya sv;aah;endraaya mar;udbhya.h sv;aahaa dev;ebhyo hav;i.h	sv;aahaa agn;aye v;aru.naaya sv;aahaa ;indraaya mar;udbhya.h sv;aahaa dev;ebhya.h hav;i.h
agn;i.m t;am manye y;o v;asur ;asta.m y;a.m y;anti dhen;ava.h ;astam ;arvanta aa;s;av;o 'sta.m n;ityaaso vaaj;ina ;i.sa.m stot;.rbhya ;aa bhara	agn;im t;am manye y;a.h v;asu.h ;astam y;am y;anti dhen;ava.h ;astam ;arvanta.h aa;s;ava.h ;astam n;ityaasa.h vaaj;ina.h ;i.sam stot;.rbhya.h ;aa bhara
agn;ir h;i vaaj;ina.m vi;s;e d;adaati vi;sv;acar.sa.ni.h agn;ii raay;e svaabh;uva.m s;a priit;o yaati v;aaryam ;i.sa.m stot;.rbhya ;aa bhara	agn;i.h h;i vaaj;inam vi;s;e d;adaati vi;sv;acar.sa.ni.h agn;i.h raay;e svaabh;uvam s;a priit;a.h yaati v;aaryam ;i.sam stot;.rbhya.h ;aa bhara
;aa te agna idhiimahi dyum;anta.m devaaj;aram y;ad dha sy;aa te p;aniiyasii sam;id diid;ayati dy;av;ii.sa.m stot;.rbhya ;aa bhara	;aa te agne idhiimahi dyum;antam deva aj;aram y;at ha sy;aa te p;aniiyasii sam;it diid;ayati dy;avi ;i.sam stot;.rbhya.h ;aa bhara
;aa te agna .rc;aa hav;i.h ;s;ukrasya ;soci.sas pate s;u;scandra d;asma v;i;spate h;avyavaa.t t;ubhya.m huuyata ;i.sa.m stot;.rbhya ;aa bhara	;aa te agne .rc;aa hav;i.h ;s;ukrasya ;soci.sa.h pate s;u;scandra d;asma v;i;spate h;avyavaa.t t;ubhyam huuyate ;i.sam stot;.rbhya.h ;aa bhara
pr;o ty;e agn;ayo 'gn;i.su v;i;svam pu.syanti v;aaryam t;e hinvire t;a invire t;a i.sa.nyanty aanu.s;ag ;i.sa.m stot;.rbhya ;aa bhara	pr;a u ty;e agn;aya.h agn;i.su v;i;svam pu.syanti v;aaryam t;e hinvire t;e invire t;e i.sa.nyanti aanu.s;ak ;i.sam stot;.rbhya.h ;aa bhara
;ava sma y;asya v;e.sa.ne sv;edam path;i.su j;uhvati abh;iim ;aha sv;ajenyam bh;uumaa p.r.s.th;eva ruruhu.h	;ava sma y;asya v;e.sa.ne sv;edam path;i.su j;uhvati abh;i iim ;aha sv;ajenyam bh;uuma+ p.r.s.th;aa iva ruruhu.h
y;am m;artya.h purusp;.rha.m vid;ad v;i;svasya dh;aayase pr;a sv;aadanam pituun;aam ;astataati.m cid aay;ave	y;am m;artya.h purusp;.rham vid;at v;i;svasya dh;aayase pr;a sv;aadanam pituun;aam ;astataatim cit aay;ave
tv;aam agna .rtaay;ava.h s;am iidhire pratn;am pratn;aasa uut;aye sahask.rta puru;scandr;a.m yajat;a.m vi;sv;adhaayasa.m d;amuunasa.m g.rh;apati.m v;are.nyam	tv;aam agne .rtaay;ava.h s;am iidhire pratn;am pratn;aasa.h uut;aye sahask.rta puru;scandr;am yajat;am vi;sv;adhaayasam d;amuunasam g.rh;apatim v;are.nyam
tv;aam agne ;atithim puurvy;a.m v;i;sa.h ;soc;i.ske;sa.m g.rh;apati.m n;i .sedire b.rh;atketum purur;uupa.m dhanasp;.rta.m su;s;armaa.na.m sv;avasa.m jaradv;i.sam	tv;aam agne ;atithim puurvy;am v;i;sa.h ;soc;i.ske;sam g.rh;apatim n;i sedire b.rh;atketum purur;uupam dhanasp;.rtam su;s;armaa.nam sv;avasam jaradv;i.sam
tv;aam agne dhar.nas;i.m vi;sv;adhaa vay;a.m giirbh;ir g.r.n;anto n;amas;opa sedima s;a no ju.sasva samidhaan;o a:ngiro dev;o m;artasya ya;s;asaa sudiit;ibhi.h	tv;aam agne dhar.nas;im vi;sv;adhaa vay;am giirbh;i.h g.r.n;anta.h n;amasaa ;upa sedima s;a na.h ju.sasva samidhaan;a.h a:ngira.h dev;a.h m;artasya ya;s;asaa sudiit;ibhi.h
tv;am agne purur;uupo vi;s;e-vi;se v;ayo dadhaasi pratn;athaa puru.s.tuta pur;uu.ny ;annaa s;ahasaa v;i raajasi tv;i.si.h s;aa te titvi.saa.n;asya n;aadh;.r.se	tv;am agne purur;uupa.h vi;s;e-vi;se v;aya.h dadhaasi pratn;athaa puru.s.tuta pur;uu.ni ;annaa s;ahasaa v;i raajasi tv;i.si.h s;aa te titvi.saa.n;asya n;a aadh;.r.se
tv;aam agne samidhaan;a.m yavi.s.thya dev;aa duut;a.m cakrire havyav;aahanam urujr;ayasa.m gh.rt;ayonim ;aahuta.m tve.s;a.m c;ak.sur dadhire coday;anmati	tv;aam agne samidhaan;am yavi.s.thya dev;aa.h duut;am cakrire havyav;aahanam urujr;ayasam gh.rt;ayonim ;aahutam tve.s;am c;ak.su.h dadhire coday;anmati
tv;aam agne prad;iva ;aahuta.m gh.rta;i.h sumnaay;ava.h su.sam;idhaa s;am iidhire s;a vaav.rdhaan;a ;o.sadhiibhir uk.sit:o 'bh;i jr;ayaa;msi p;aarthivaa v;i ti.s.thase	tv;aam agne prad;iva.h ;aahutam gh.rta;i.h sumnaay;ava.h su.sam;idhaa s;am iidhire s;a vaav.rdhaan;a.h ;o.sadhiibhi.h uk.sit;a.h abh;i jr;ayaa.msi p;aarthivaa v;i ti.s.thase
ut;a sma durg.rbhiiyase putr;o n;a hvaary;aa.naam pur;uu y;o d;agdh;aasi v;an;aagne pa;s;ur n;a y;avase	ut;a sma durg.rbhiiyase putr;a.h n;a hvaary;aa.naam pur;u+ y;a.h d;agdhaa asi v;anaa ;agne pa;s;u.h n;a y;avase
;adha sma y;asyaarc;aya.h samy;ak sa.my;anti dhuum;ina.h y;ad iim ;aha trit;o divy ;upa dhm;aateva dh;amati ;s;i;siite dhmaat;arii yathaa	;adha sma y;asya arc;aya.h samy;ak sa.my;anti dhuum;ina.h y;at iim ;aha trit;a.h div;i ;upa dhm;aataa iva dh;amati ;s;i;siite dhmaat;ari+ yathaa
t;avaah;am agna uut;ibhir mitr;asya ca pr;a;sastibhi.h dve.soy;uto n;a durit;aa tury;aama m;artyaanaam	t;ava ah;am agne uut;ibhi.h mitr;asya ca pr;a;sastibhi.h dve.soy;uta.h n;a durit;aa tury;aama m;artyaanaam
;agna ;oji.s.tham ;aa bhara dyumn;am asm;abhyam adhrigo pr;a no raay;aa p;arii.nasaa r;atsi v;aajaaya p;anthaam	;agne ;oji.s.tham ;aa bhara dyumn;am asm;abhyam adhrigo pr;a na.h raay;aa p;arii.nasaa r;atsi v;aajaaya p;anthaam
y;e agne candra te g;ira.h ;sumbh;anty ;a;svaraadhasa.h ;s;u.smebhi.h ;su.sm;i.no n;aro div;a;s cid y;e.saam b.rh;at sukiirt;ir b;odhati tm;anaa	y;e agne candra te g;ira.h ;sumbh;anti ;a;svaraadhasa.h ;s;u.smebhi.h ;su.sm;i.na.h n;ara.h div;a.h cit y;e.saam b.rh;at sukiirt;i.h b;odhati tm;anaa
n;uu no agna uut;aye sab;aadhasa;s ca raat;aye asm;aakaasa;s ca suur;ayo v;i;svaa ;aa;saas tarii.s;a.ni	n;u+ na.h agne uut;aye sab;aadhasa.h ca raat;aye asm;aakaasa.h ca suur;aya.h v;i;svaa.h ;aa;saa.h tarii.s;a.ni
j;anasya gop;aa ajani.s.ta j;aag.rvir agn;i.h sud;ak.sa.h suvit;aaya n;avyase gh.rt;apratiiko b.rhat;aa divisp;.r;saa dyum;ad v;i bhaati bharat;ebhya.h ;s;uci.h	j;anasya gop;aa.h ajani.s.ta j;aag.rvi.h agn;i.h sud;ak.sa.h suvit;aaya n;avyase gh.rt;apratiika.h b.rhat;aa divisp;.r;saa dyum;at v;i bhaati bharat;ebhya.h ;s;uci.h
yaj;n;asya ket;um pratham;am pur;ohitam agn;i.m n;aras tri.sadhasth;e s;am iidhire ;indre.na deva;i.h sar;atha.m s;a barh;i.si s;iidan n;i h;otaa yaj;athaaya sukr;atu.h	yaj;n;asya ket;um pratham;am pur;ohitam agn;im n;ara.h tri.sadhasth;e s;am iidhire ;indre.na deva;i.h sar;atham s;a barh;i.si s;iidat n;i h;otaa yaj;athaaya sukr;atu.h
agn;ir no yaj;n;am ;upa vetu saadhuy;aagn;i.m n;aro v;i bharante g.rh;e-g.rhe agn;ir duut;o abhavad dhavyav;aahano 'gn;i.m v.r.naan;aa v.r.nate kav;ikratum	agn;i.h na.h yaj;n;am ;upa vetu saadhuy;aa agn;im n;ara.h v;i bharante g.rh;e-g.rhe agn;i.h duut;a.h abhavat havyav;aahana.h agn;im v.r.naan;aa.h v.r.nate kav;ikratum
tv;aam agne ;a:ngiraso g;uhaa hit;am ;anv avinda;n chi;sriyaa.n;a.m v;ane-vane s;a jaayase mathy;amaana.h s;aho mah;at tv;aam aahu.h s;ahasas putr;am a:ngira.h	tv;aam agne ;a:ngirasa.h g;uhaa hit;am ;anu avindan ;si;sriyaa.n;am v;ane-vane s;a jaayase mathy;amaana.h s;aha.h mah;at tv;aam aahu.h s;ahasa.h putr;am a:ngira.h
pr;aagn;aye b.rhat;e yaj;n;iyaaya .rt;asya v;.r.s.ne ;asuraaya m;anma gh.rt;a.m n;a yaj;n;a aasy:e s;upuuta.m g;iram bhare v.r.sabh;aaya pratiic;iim	pr;a agn;aye b.rhat;e yaj;n;iyaaya .rt;asya v;.r.s.ne ;asuraaya m;anma gh.rt;am n;a yaj;n;e aasy:e s;upuutam g;iram bhare v.r.sabh;aaya pratiic;iim
.rt;a.m cikitva .rt;am ;ic cikiddhy .rt;asya dh;aaraa ;anu t.rndhi puurv;ii.h n;aah;a.m yaat;u.m s;ahasaa n;a dvay;ena .rt;a.m sapaamy aru.s;asya v;.r.s.na.h	.rt;am cikitva.h .rt;am ;it cikiddhi .rt;asya dh;aaraa.h ;anu t.rndhi puurv;ii.h n;a ah;am yaat;um s;ahasaa n;a dvay;ena .rt;am sapaami aru.s;asya v;.r.s.na.h
k;ayaa no agna .rt;ayann .rt;ena bh;uvo n;avedaa uc;athasya n;avya.h v;edaa me dev;a .rtup;aa .rtuun;aa.m n;aah;am p;ati.m sanit;ur asy;a ! raay;a.h	k;ayaa na.h agne .rt;ayan .rt;ena bh;uva.h n;avedaa.h uc;athasya n;avya.h v;eda+ me dev;a.h .rtup;aa.h .rtuun;aam n;a ah;am p;atim sanit;u.h asy;a ! raay;a.h
k;e te agne rip;ave b;andhanaasa.h k;e paay;ava.h sani.santa dyum;anta.h k;e dhaas;im agne ;an.rtasya paanti k;a ;aasato v;acasa.h santi gop;aa.h	k;e te agne rip;ave b;andhanaasa.h k;e paay;ava.h sani.santa dyum;anta.h k;e dhaas;im agne ;an.rtasya paanti k;e ;aasata.h v;acasa.h santi gop;aa.h
y;as te agne n;amasaa yaj;n;am ;ii.t.ta .rt;a.m s;a paaty aru.s;asya v;.r.s.na.h t;asya k.s;aya.h p.rth;ur ;aa saadh;ur etu pras;arsraa.nasya n;ahu.sasya ;s;e.sa.h	y;a.h te agne n;amasaa yaj;n;am ;ii.t.te .rt;am s;apaati ! aru.s;asya v;.r.s.na.h t;asya k.s;aya.h p.rth;u.h ;aa saadh;u.h etu pras;arsraa.nasya n;ahu.sasya ;s;e.sa.h
tv;am agne sapr;athaa asi j;u.s.to h;otaa v;are.nya.h tv;ayaa yaj;n;a.m v;i tanvate	tv;am agne sapr;athaa.h asi j;u.s.ta.h h;otaa v;are.nya.h tv;ayaa yaj;n;am v;i tanvate
tv;aam agne vaajas;aatama.m v;ipraa vardhanti s;u.s.tutam s;a no raasva suv;iiryam	tv;aam agne vaajas;aatamam v;ipraa.h vardhanti s;u.s.tutam s;a na.h raasva suv;iiryam
agn;i.m st;omena bodhaya samidhaan;o ;amartyam havy;aa dev;e.su no dadhat	agn;im st;omena bodhaya samidhaan;a.h ;amartyam havy;aa dev;e.su na.h dadhat
t;am adhvar;e.sv ii.date dev;am m;artaa ;amartyam y;aji.s.tham m;aanu.se j;ane	t;am adhvar;e.su ii.date dev;am m;artaa.h ;amartyam y;aji.s.tham m;aanu.se j;ane
t;a.m h;i ;s;a;svanta ;ii.date sruc;aa dev;a.m gh.rta;sc;utaa agn;i.m havy;aaya v;o.dhave	t;am h;i ;s;a;svanta.h ;ii.date sruc;aa dev;am gh.rta;sc;utaa agn;im havy;aaya v;o.dhave
agn;ir jaat;o arocata ghn;an d;asyuu;n jy;oti.saa t;ama.h ;avindad g;aa ap;a.h sv:a.h	agn;i.h jaat;a.h arocata ghn;an d;asyuun jy;oti.saa t;ama.h ;avindat g;aa.h ap;a.h sv:ar
agn;im ii.d;enya.m kav;i.m gh.rt;ap.r.s.tha.m saparyata v;etu me ;s.r.n;avad dh;avam	agn;im ii.d;enyam kav;im gh.rt;ap.r.s.tham saparyata v;etu me ;s.r.n;avat h;avam
agn;i.m gh.rt;ena vaav.rdhu st;omebhir vi;sv;acar.sa.nim svaadh;iibhir vacasy;ubhi.h	agn;im gh.rt;ena vaav.rdhu.h st;omebhi.h vi;sv;acar.sa.nim svaadh;iibhi.h vacasy;ubhi.h
a;mhoy;uvas tanv:as tanvate v;i v;ayo mah;ad du.s.t;aram puurvy;aaya s;a sa.mv;ato n;avajaatas tuturyaat si;mh;a.m n;a kruddh;am abh;ita.h p;ari .s.thu.h	a.mhoy;uva.h tanv:a.h tanvate v;i v;aya.h mah;at du.s.t;aram puurvy;aaya s;a sa.mv;ata.h n;avajaata.h tuturyaat si.mh;am n;a kruddh;am abh;ita.h p;ari sthu.h
maat;eva y;ad bh;arase paprathaan;o j;ana.m-jana.m dh;aayase c;ak.sase ca v;ayo-vayo jarase y;ad d;adhaana.h p;ari tm;anaa v;i.suruupo jigaasi	maat;aa iva y;at bh;arase paprathaan;a.h j;ana.m-janam dh;aayase c;ak.sase ca v;ayo-vaya.h jarase y;at d;adhaana.h p;ari tm;anaa v;i.suruupa.h jigaasi
v;aajo n;u te ;s;avasas paatv ;antam ur;u.m d;ogha.m dhar;u.na.m deva raay;a.h pad;a.m n;a taay;ur g;uhaa d;adhaano mah;o raay;e cit;ayann ;atrim aspa.h	v;aaja.h n;u te ;s;avasa.h paatu ;antam ur;um d;ogham dhar;u.nam deva raay;a.h pad;am n;a taay;u.h g;uhaa d;adhaana.h mah;a.h raay;e cit;ayan ;atrim aspar
s;a h;i dy;ubhir j;anaanaa.m h;otaa d;ak.sasya baahv;o.h v;i havy;am agn;ir aanu.s;ag bh;ago n;a v;aaram .r.nvati	s;a h;i dy;ubhi.h j;anaanaam h;otaa d;ak.sasya baahv;o.h v;i havy;am agn;i.h aanu.s;ak bh;aga.h n;a v;aaram .r.nvati
;adhaa hy :agna e.saa.m suv;iiryasya ma;mh;anaa t;am ;id yahv;a.m n;a r;odasii p;ari ;sr;avo babhuuvatu.h	;adha+ h;i agne e.saam suv;iiryasya ma.mh;anaa t;am ;it yahv;am n;a r;odasii p;ari ;sr;ava.h babhuuvatu.h
;aa yaj;na;ir deva m;artya itth;aa t;avyaa;msam uut;aye agn;i.m k.rt;e svadhvar;e puur;ur ii.diit;aavase	;aa yaj;na;i.h deva m;artya.h itth;aa t;avyaa.msam uut;aye agn;im k.rt;e svadhvar;e puur;u.h ii.diita ;avase
;asya h;i sv;aya;sastara aas;aa vidharman m;anyase t;a.m n;aaka.m citr;a;soci.sam mandr;am par;o manii.s;ayaa	;asya h;i sv;aya;sastara.h aas;aa vidharman m;anyase t;am n;aakam citr;a;soci.sam mandr;am par;a.h manii.s;ayaa
asy;a v;aas;aa u arc;i.saa y;a ;aayukta tuj;aa gir;aa div;o n;a y;asya r;etasaa b.rh;ac ch;ocanty arc;aya.h	asy;a va;i aas;aa ! u arc;i.saa y;a.h ;aayukta tuj;aa gir;aa div;a.h n;a y;asya r;etasaa b.rh;at ;s;ocanti arc;aya.h
n;uu na ;id dh;i v;aaryam aas;aa sacanta suur;aya.h ;uurjo napaad abh;i.s.taye paah;i ;sagdh;i svast;aya uta;idhi p.rts;u no v.rdh;e	n;u+ na.h ;it h;i v;aaryam aas;aa sacanta suur;aya.h ;uurja.h napaat abh;i.s.taye paah;i ;sagdh;i svast;aye ut;a edhi p.rts;u na.h v.rdh;e
praat;ar agn;i.h purupriy;o vi;s;a stavet;aatithi.h v;i;svaani y;o ;amartyo havy;aa m;arte.su r;a.nyati	praat;ar agn;i.h purupriy;a.h vi;s;a.h staveta ;atithi.h v;i;svaani y;a.h ;amartya.h havy;aa m;arte.su r;a.nyati
dvit;aaya m.rkt;avaahase sv;asya d;ak.sasya ma;mh;anaa ;indu.m s;a dhatta aanu.s;ak stot;aa cit te amartya	dvit;aaya m.rkt;avaahase sv;asya d;ak.sasya ma.mh;anaa ;indum s;a dhatte aanu.s;ak stot;aa cit te amartya
t;a.m vo diirgh;aayu;soci.sa.m gir;aa huve magh;onaam ;ari.s.to y;e.saa.m r;atho vy :a;svadaavann ;iiyate	t;am va.h diirgh;aayu;soci.sam gir;aa huve magh;onaam ;ari.s.ta.h y;e.saam r;atha.h v;i a;svadaavan ;iiyate
y;e me pa;ncaa;s;ata.m dad;ur ;a;svaanaa.m sadh;astuti dyum;ad agne m;ahi ;sr;avo b.rh;at k.rdhi magh;onaa.m n.rv;ad am.rta n.r.n;aam	y;e me pa;ncaa;s;atam dad;u.h ;a;svaanaam sadh;astuti dyum;at agne m;ahi ;sr;ava.h b.rh;at k.rdhi magh;onaam n.rv;at am.rta n.r.n;aam
;aa ;svaitrey;asya jant;avo dyum;ad vardhanta k.r.s.t;aya.h ni.sk;agriivo b.rh;aduktha en;aa m;adhvaa n;a vaajay;u.h	;aa ;svaitrey;asya jant;ava.h dyum;at vardhanta k.r.s.t;aya.h ni.sk;agriiva.h b.rh;aduktha.h en;aa m;adhvaa n;a vaajay;u.h
priy;a.m dugdh;a.m n;a k;aamyam ;ajaami jaamy;o.h s;acaa gharm;o n;a v;aajaja.thar;o 'dabdha.h ;s;a;svato d;abha.h	priy;am dugdh;am n;a k;aamyam ;ajaami jaamy;o.h s;acaa gharm;a.h n;a v;aajaja.thara.h ;adabdha.h ;s;a;svata.h d;abha.h
kr;ii.dan no ra;sma ;aa bhuva.h s;am bh;asmanaa vaay;unaa v;evidaana.h t;aa asya san dh.r.s;ajo n;a tigm;aa.h s;usa.m;sitaa vak.sy:o vak.sa.nesth;aa.h	kr;ii.dan na.h ra;sme ;aa bhuva.h s;am bh;asmanaa vaay;unaa v;evidaana.h t;aa.h asya san dh.r.s;aja.h n;a tigm;aa.h s;usa.m;sitaa.h vak.sy:a.h vak.sa.nesth;aa.h
itth;aa y;athaa ta uut;aye s;ahasaavan div;e-dive raay;a .rt;aaya sukrato g;obhi.h .syaama sadham;aado viira;i.h syaama sadham;aada.h	itth;aa y;athaa te uut;aye s;ahasaavan div;e-dive raay;e .rt;aaya sukrato g;obhi.h syaama sadham;aada.h viira;i.h syaama sadham;aada.h
tv;aa.m v;i;sve saj;o.saso dev;aaso duut;am akrata sapary;antas tvaa kave yaj;n;e.su dev;am ii.date	tv;aam v;i;sve saj;o.sasa.h dev;aasa.h duut;am akrata sapary;anta.h tvaa kave yaj;n;e.su dev;am ii.date
dev;a.m vo devayajy;ayaagn;im ii.diita m;artya.h s;amiddha.h ;sukra diidihy .rt;asya y;onim ;aasada.h sas;asya y;onim ;aasada.h	dev;am va.h devayajy;ayaa agn;im ii.diita m;artya.h s;amiddha.h ;sukra diidihi .rt;asya y;onim ;aa asada.h sas;asya y;onim ;aa asada.h
pr;a vi;svasaamann atriv;ad ;arcaa paavak;a;soci.se y;o adhvar;e.sv ;ii.dyo h;otaa mandr;atamo vi;s;i	pr;a vi;svasaaman atriv;at ;arca+ paavak;a;soci.se y;a.h adhvar;e.su ;ii.dya.h h;otaa mandr;atama.h vi;s;i
