samhita	pada
id;a.m vaam aasy:e hav;i.h priy;am indraab.rhaspatii ukth;am m;ada;s ca ;sasyate	id;am vaam aasy:e hav;i.h priy;am indraab.rhaspatii ukth;am m;ada.h ca ;sasyate
ay;a.m vaam p;ari .sicyate s;oma indraab.rhaspatii c;aarur m;adaaya piit;aye	ay;am vaam p;ari sicyate s;oma.h indraab.rhaspatii c;aaru.h m;adaaya piit;aye
;aa na indraab.rhaspatii g.rh;am ;indra;s ca gachatam somap;aa s;omapiitaye	;aa na.h indraab.rhaspatii g.rh;am ;indra.h ca gachatam somap;aa s;omapiitaye
asm;e indraab.rhaspatii ray;i.m dhatta.m ;satagv;inam ;a;svaavanta.m sahasr;i.nam	asm;e indraab.rhaspatii ray;im dhattam ;satagv;inam ;a;svaavantam sahasr;i.nam
;indraab;.rhasp;atii vay;a.m sut;e giirbh;ir havaamahe asy;a s;omasya piit;aye	;indraab;.rhasp;atii vay;am sut;e giirbh;i.h havaamahe asy;a s;omasya piit;aye
s;omam indraab.rhaspatii p;ibata.m daa;s;u.so g.rh;e maad;ayethaa.m t;adokasaa	s;omam indraab.rhaspatii p;ibatam daa;s;u.sa.h g.rh;e maad;ayethaam t;adokasaa
y;as tast;ambha s;ahasaa v;i jm;o ;antaan b;.rhasp;atis tri.sadhasth;o r;ave.na t;am pratn;aasa ;.r.sayo d;iidhyaanaa.h pur;o v;ipraa dadhire mandr;ajihvam	y;a.h tast;ambha s;ahasaa v;i jm;a.h ;antaan b;.rhasp;ati.h tri.sadhasth;a.h r;ave.na t;am pratn;aasa.h ;.r.saya.h d;iidhyaanaa.h pur;a.h v;ipraa.h dadhire mandr;ajihvam
dhun;etaya.h supraket;am m;adanto b;.rhaspate abh;i y;e nas tatasr;e p;.r.santa.m s.rpr;am ;adabdham uurv;am b;.rhaspate r;ak.sataad asya y;onim	dhun;etaya.h supraket;am m;adanta.h b;.rhaspate abh;i y;e na.h tatasr;e p;.r.santam s.rpr;am ;adabdham uurv;am b;.rhaspate r;ak.sataat asya y;onim
b;.rhaspate y;aa param;aa paraav;ad ;ata ;aa ta .rtasp;.r;so n;i .sedu.h t;ubhya.m khaat;aa avat;aa ;adridugdhaa m;adhva ;scotanty abh;ito virap;s;am	b;.rhaspate y;aa param;aa paraav;at ;ata.h ;aa te .rtasp;.r;sa.h n;i sedu.h t;ubhyam khaat;aa.h avat;aa.h ;adridugdhaa.h m;adhva.h ;scotanti abh;ita.h virap;s;am
b;.rhasp;ati.h pratham;a.m j;aayamaano mah;o jy;oti.sa.h param;e vy:oman sapt;aasyas tuvijaat;o r;ave.na v;i sapt;ara;smir adhamat t;amaa;msi	b;.rhasp;ati.h pratham;am j;aayamaana.h mah;a.h jy;oti.sa.h param;e vy:oman sapt;aasya.h tuvijaat;a.h r;ave.na v;i sapt;ara;smi.h adhamat t;amaa.msi
s;a su.s.t;ubhaa s;a ;.rkvataa ga.n;ena val;a.m ruroja phalig;a.m r;ave.na b;.rhasp;atir usr;iyaa havyas;uuda.h k;anikradad v;aava;satiir ;ud aajat	s;a su.s.t;ubhaa s;a.h ! ;.rkvataa ga.n;ena val;am ruroja phalig;am r;ave.na b;.rhasp;ati.h usr;iyaa.h havyas;uuda.h k;anikradat v;aava;satii.h ;ut aajat
ev;aa pitr;e vi;sv;adevaaya v;.r.s.ne yaj;na;ir vidhema n;amasaa hav;irbhi.h b;.rhaspate supraj;aa viir;avanto vay;a.m syaama p;atayo rayii.n;aam	ev;a+ pitr;e vi;sv;adevaaya v;.r.s.ne yaj;na;i.h vidhema n;amasaa hav;irbhi.h b;.rhaspate supraj;aa.h viir;avanta.h vay;am syaama p;ataya.h rayii.n;aam
s;a ;id r;aajaa pr;atijanyaani v;i;svaa ;s;u.sme.na tasthaav abh;i viiry:e.na b;.rhasp;ati.m y;a.h s;ubh.rtam bibh;arti valguuy;ati v;andate puurvabh;aajam	s;a.h ! ;it r;aajaa pr;atijanyaani v;i;svaa ;s;u.sme.na tasthau abh;i viiry:e.na b;.rhasp;atim y;a.h s;ubh.rtam bibh;arti valguuy;ati v;andate puurvabh;aajam
s;a ;it k.seti s;udhita ;okasi sv;e t;asmaa ;i.daa pinvate vi;svad;aaniim t;asmai v;i;sa.h svay;am ev;aa namante y;asmin brahm;aa r;aajani p;uurva ;eti	s;a.h ! ;it k.seti s;udhita.h ;okasi sv;e t;asmai ;i.daa pinvate vi;svad;aaniim t;asmai v;i;sa.h svay;am ev;a+ namante y;asmin brahm;aa r;aajani p;uurva.h ;eti
;apratiito jayati s;a.m dh;anaani pr;atijanyaany ut;a y;aa s;ajanyaa avasy;ave y;o v;ariva.h k.r.n;oti brahm;a.ne r;aajaa t;am avanti dev;aa.h	;apratiita.h jayati s;am dh;anaani pr;atijanyaani ut;a y;aa s;ajanyaa avasy;ave y;a.h v;ariva.h k.r.n;oti brahm;a.ne r;aajaa t;am avanti dev;aa.h
;indra;s ca s;omam pibatam b.rhaspate 'sm;in yaj;n;e mandasaan;aa v.r.sa.nvasuu ;aa vaa.m vi;santv ;indava.h svaabh;uvo 'sm;e ray;i.m s;arvaviira.m n;i yachatam	;indra.h ca s;omam pibatam b.rhaspate asm;in yaj;n;e mandasaan;aa v.r.sa.nvasuu ;aa vaam vi;santu ;indava.h svaabh;uva.h asm;e ray;im s;arvaviiram n;i yachatam
b;.rhaspata indra v;ardhata.m na.h s;acaa s;aa vaa.m sumat;ir bhuutv asm;e avi.s.t;a.m dh;iyo jig.rt;am p;ura.mdhiir jajast;am ary;o van;u.saam ;araatii.h	b;.rhaspate indra v;ardhatam na.h s;acaa s;aa vaam sumat;i.h bhuutu asm;e avi.s.t;am dh;iya.h jig.rt;am p;ura.mdhii.h jajast;am ary;a.h van;u.saam ;araatii.h
id;am u ty;at purut;amam pur;astaaj jy;otis t;amaso vay;unaavad asthaat nuun;a.m div;o duhit;aro vibhaat;iir gaat;u.m k.r.navann u.s;aso j;anaaya	id;am u ty;at purut;amam pur;astaat jy;oti.h t;amasa.h vay;unaavat asthaat nuun;am div;a.h duhit;ara.h vibhaat;ii.h gaat;um k.r.navan u.s;asa.h j;anaaya
;asthur u citr;aa u.s;asa.h pur;astaan mit;aa iva sv;aravo 'dhvar;e.su vy :uu vraj;asya t;amaso dv;aaroch;antiir avra;n ch;ucaya.h paavak;aa.h	;asthu.h u citr;aa.h u.s;asa.h pur;astaat mit;aa.h iva sv;arava.h adhvar;e.su v;i u+ vraj;asya t;amasa.h dv;aaraa uch;antii.h avran ;s;ucaya.h paavak;aa.h
uch;antiir ady;a citayanta bhoj;aan raadhod;eyaayo.s;aso magh;onii.h acitr;e ant;a.h pa.n;aya.h sasantv ;abudhyamaanaas t;amaso v;imadhye	uch;antii.h ady;a citayanta bhoj;aan raadhod;eyaaya u.s;asa.h magh;onii.h acitr;e ant;ar pa.n;aya.h sasantu ;abudhyamaanaa.h t;amasa.h v;imadhye
kuv;it s;a devii.h san;ayo n;avo vaa y;aamo babhuuy;aad u.saso vo ady;a y;enaa n;avagve ;a:ngire d;a;sagve sapt;aasye revatii rev;ad uu.s;a	kuv;it s;a devii.h san;aya.h n;ava.h vaa y;aama.h babhuuy;aat u.sasa.h va.h ady;a y;ena+ n;avagve ;a:ngire d;a;sagve sapt;aasye revatii.h rev;at uu.s;a
yuuy;a.m h;i deviir .rtay;ugbhir ;a;svai.h pariprayaath;a bh;uvanaani sady;a.h prabodh;ayantiir u.sasa.h sas;anta.m dvip;aac c;atu.spaac car;athaaya jiiv;am	yuuy;am h;i devii.h .rtay;ugbhi.h ;a;svai.h pariprayaath;a bh;uvanaani sady;a.h prabodh;ayantii.h u.sasa.h sas;antam dvip;aat c;atu.spaat car;athaaya jiiv;am
kv:a svid aasaa.m katam;aa puraa.n;ii y;ayaa vidh;aanaa vidadh;ur .rbhuu.n;aam ;s;ubha.m y;ac chubhr;aa u.s;asa;s c;aranti n;a v;i j;naayante sad;.r;siir ajury;aa.h	kv:a svit aasaam katam;aa puraa.n;ii y;ayaa vidh;aanaa vidadh;u.h .rbhuu.n;aam ;s;ubham y;at ;subhr;aa.h u.s;asa.h c;aranti n;a v;i j;naayante sad;.r;sii.h ajury;aa.h
t;aa ghaa t;aa bhadr;aa u.s;asa.h pur;aasur abhi.s.t;idyumnaa .rt;ajaatasatyaa.h y;aasv iijaan;a.h ;sa;samaan;a uktha;i stuv;a;n ch;a;msan dr;avi.na.m sady;a ;aapa	t;aa.h gha+ t;aa.h bhadr;aa.h u.s;asa.h pur;aa aasu.h abhi.s.t;idyumnaa.h .rt;ajaatasatyaa.h y;aasu iijaan;a.h ;sa;samaan;a.h uktha;i.h stuv;an ;s;a.msan dr;avi.nam sady;a.h ;aapa
t;aa ;aa caranti saman;aa pur;astaat samaan;ata.h saman;aa paprathaan;aa.h .rt;asya dev;ii.h s;adaso budhaan;aa g;avaa.m n;a s;argaa u.s;aso jarante	t;aa.h ;aa caranti saman;aa pur;astaat samaan;ata.h saman;aa paprathaan;aa.h .rt;asya dev;ii.h s;adasa.h budhaan;aa.h g;avaam n;a s;argaa.h u.s;asa.h jarante
t;aa ;in nv :ev;a saman;aa samaan;iir ;amiitavar.naa u.s;asa;s caranti g;uuhantiir ;abhvam ;asita.m r;u;sadbhi.h ;sukr;aas tan;uubhi.h ;s;ucayo rucaan;aa.h	t;aa.h ;it n;u ev;a saman;aa samaan;ii.h ;amiitavar.naa.h u.s;asa.h caranti g;uuhantii.h ;abhvam ;asitam r;u;sadbhi.h ;sukr;aa.h tan;uubhi.h ;s;ucaya.h rucaan;aa.h
ray;i.m divo duhitaro vibhaat;ii.h praj;aavanta.m yachataasm;aasu devii.h syon;aad ;aa va.h pratib;udhyamaanaa.h suv;iiryasya p;ataya.h syaama	ray;im diva.h duhitara.h vibhaat;ii.h praj;aavantam yachata asm;aasu devii.h syon;aat ;aa va.h pratib;udhyamaanaa.h suv;iiryasya p;ataya.h syaama
t;ad vo divo duhitaro vibhaat;iir ;upa bruva u.saso yaj;n;aketu.h vay;a.m syaama ya;s;aso j;ane.su t;ad dya;u;s ca dhatt;aam p.rthiv;ii ca dev;ii	t;at va.h diva.h duhitara.h vibhaat;ii.h ;upa bruve u.sasa.h yaj;n;aketu.h vay;am syaama ya;s;asa.h j;ane.su t;at dya;u.h ca dhatt;aam p.rthiv;ii ca dev;ii
pr;ati .sy;aa suun;arii j;anii vyuch;antii p;ari sv;asu.h div;o adar;si duhit;aa	pr;ati sy;aa suun;arii j;anii vyuch;antii p;ari sv;asu.h div;a.h adar;si duhit;aa
;a;sveva citr;aaru.sii maat;aa g;avaam .rt;aavarii s;akhaabhuud a;sv;inor u.s;aa.h	;a;svaa iva citr;aa ;aru.sii maat;aa g;avaam .rt;aavarii s;akhaa abhuut a;sv;ino.h u.s;aa.h
ut;a s;akhaasy a;sv;inor ut;a maat;aa g;avaam asi ut;o.so v;asva ii;si.se	ut;a s;akhaa asi a;sv;ino.h ut;a maat;aa g;avaam asi ut;a u.sa.h v;asva.h ii;si.se
yaavay;addve.sasa.m tvaa cikitv;it suun.rtaavari pr;ati st;omair abhutsmahi	yaavay;addve.sasam tvaa cikitv;it suun.rtaavari pr;ati st;omai.h abhutsmahi
pr;ati bhadr;aa ad.rk.sata g;avaa.m s;argaa n;a ra;sm;aya.h ;o.s;aa apraa ur;u jr;aya.h	pr;ati bhadr;aa.h ad.rk.sata g;avaam s;argaa.h n;a ra;sm;aya.h ;aa u.s;aa.h apraa.h ur;u jr;aya.h
aapapr;u.sii vibhaavari vy :aavar jy;oti.saa t;ama.h ;u.so ;anu svadh;aam ava	aapapr;u.sii vibhaavari v;i aavar jy;oti.saa t;ama.h ;u.sa.h ;anu svadh;aam ava
;aa dy;aa.m tano.si ra;sm;ibhir ;aant;arik.sam ur;u priy;am ;u.sa.h ;sukr;e.na ;soc;i.saa	;aa dy;aam tano.si ra;sm;ibhi.h ;aa ant;arik.sam ur;u priy;am ;u.sa.h ;sukr;e.na ;soc;i.saa
t;ad dev;asya savit;ur v;aaryam mah;ad v.r.niim;ahe ;asurasya pr;acetasa.h chard;ir y;ena daa;s;u.se y;achati tm;anaa t;an no mah;aa;m ;ud ayaan dev;o akt;ubhi.h	t;at dev;asya savit;u.h v;aaryam mah;at v.r.niim;ahe ;asurasya pr;acetasa.h chard;i.h y;ena daa;s;u.se y;achati tm;anaa t;at na.h mah;aan ;ut ayaan dev;a.h akt;ubhi.h
div;o dhart;aa bh;uvanasya praj;aapati.h pi;s;a:nga.m draap;im pr;ati mu;ncate kav;i.h vicak.sa.n;a.h prath;ayann aap.r.n;ann urv ;ajiijanat savit;aa sumn;am ukthy:am	div;a.h dhart;aa bh;uvanasya praj;aapati.h pi;s;a:ngam draap;im pr;ati mu;ncate kav;i.h vicak.sa.n;a.h prath;ayan aap.r.n;an ur;u ;ajiijanat savit;aa sumn;am ukthy:am
;aapraa r;ajaa;msi divy;aani p;aarthivaa ;sl;oka.m dev;a.h k.r.nute sv;aaya dh;arma.ne pr;a baah;uu asraak savit;aa s;aviimani nive;s;ayan prasuv;ann akt;ubhir j;agat	;aa apraa.h r;ajaa.msi divy;aani p;aarthivaa ;sl;okam dev;a.h k.r.nute sv;aaya dh;arma.ne pr;a baah;uu asraak savit;aa s;aviimani nive;s;ayan prasuv;an akt;ubhi.h j;agat
;adaabhyo bh;uvanaani prac;aaka;sad vrat;aani dev;a.h savit;aabh;i rak.sate pr;aasraag baah;uu bh;uvanasya praj;aabhyo dh.rt;avrato mah;o ;ajmasya raajati	;adaabhya.h bh;uvanaani prac;aaka;sat vrat;aani dev;a.h savit;aa abh;i rak.sate pr;a asraak baah;uu bh;uvanasya praj;aabhya.h dh.rt;avrata.h mah;a.h ;ajmasya raajati
tr;ir ant;arik.sa.m savit;aa mahitvan;aa tr;ii r;ajaa;msi paribh;us tr;ii.ni rocan;aa tisr;o d;iva.h p.rthiv;iis tisr;a invati tribh;ir vrata;ir abh;i no rak.sati tm;anaa	tr;i.h ant;arik.sam savit;aa mahitvan;aa tr;ii r;ajaa.msi paribh;uu.h tr;ii.ni rocan;aa tisr;a.h d;iva.h p.rthiv;ii.h tisr;a.h invati tribh;i.h vrata;i.h abh;i na.h rak.sati tm;anaa
b.rh;atsumna.h prasaviit;aa niv;e;sano j;agata sthaat;ur ubh;ayasya y;o va;s;ii s;a no dev;a.h savit;aa ;s;arma yachatv asm;e k.s;ayaaya triv;aruutham ;a;mhasa.h	b.rh;atsumna.h prasaviit;aa niv;e;sana.h j;agata.h sthaat;u.h ubh;ayasya y;a.h va;s;ii s;a na.h dev;a.h savit;aa ;s;arma yachatu asm;e k.s;ayaaya triv;aruutham ;a.mhasa.h
;aagan dev;a .rt;ubhir v;ardhatu k.s;aya.m d;adhaatu na.h savit;aa supraj;aam ;i.sam s;a na.h k.sap;aabhir ;ahabhi;s ca jinvatu praj;aavanta.m ray;im asm;e s;am invatu	;aa agan dev;a.h .rt;ubhi.h v;ardhatu k.s;ayam d;adhaatu na.h savit;aa supraj;aam ;i.sam s;a na.h k.sap;aabhi.h ;ahabhi.h ca jinvatu praj;aavantam ray;im asm;e s;am invatu
;abhuud dev;a.h savit;aa v;andyo n;u na id;aaniim ;ahna upav;aacyo n;.rbhi.h v;i y;o r;atnaa bh;ajati maanav;ebhya.h ;sr;e.s.tha.m no ;atra dr;avi.na.m y;athaa d;adhat	;abhuut dev;a.h savit;aa v;andya.h n;u na.h id;aaniim ;ahna.h upav;aacya.h n;.rbhi.h v;i y;a.h r;atnaa bh;ajati maanav;ebhya.h ;sr;e.s.tham na.h ;atra dr;avi.nam y;athaa d;adhat
dev;ebhyo h;i pratham;a.m yaj;n;iyebhyo 'm.rtatv;a.m suv;asi bhaag;am uttam;am ;aad ;id daam;aana.m savitar vy :uur.nu.se 'nuuciin;aa jiivit;aa m;aanu.sebhya.h	dev;ebhya.h h;i pratham;am yaj;n;iyebhya.h am.rtatv;am suv;asi bhaag;am uttam;am ;aat ;it daam;aanam savitar v;i uur.nu.se anuuciin;aa jiivit;aa m;aanu.sebhya.h
;acittii y;ac cak.rm;aa da;ivye j;ane diina;ir d;ak.sai.h pr;abhuutii puuru.satv;ataa dev;e.su ca savitar m;aanu.se.su ca tv;a.m no ;atra suvataad ;anaagasa.h	;acittii y;at cak.rm;a+ da;ivye j;ane diina;i.h d;ak.sai.h pr;abhuutii puuru.satv;ataa dev;e.su ca savitar m;aanu.se.su ca tv;am na.h ;atra suvataat ;anaagasa.h
n;a pram;iye savit;ur da;ivyasya t;ad y;athaa v;i;svam bh;uvana.m dhaarayi.sy;ati y;at p.rthivy;aa v;arimann ;aa sva:ngur;ir v;ar.sman div;a.h suv;ati saty;am asya t;at	n;a pram;iye savit;u.h da;ivyasya t;at y;athaa v;i;svam bh;uvanam dhaarayi.sy;ati y;at p.rthivy;aa.h v;ariman ;aa sva:ngur;i.h v;ar.sman div;a.h suv;ati saty;am asya t;at
;indrajye.s.thaan b.rh;adbhya.h p;arvatebhya.h k.s;ayaa;m ebhya.h suvasi pasty:aavata.h y;athaa-yathaa pat;ayanto viyemir;a eva;iv;a tasthu.h savita.h sav;aaya te	;indrajye.s.thaan b.rh;adbhya.h p;arvatebhya.h k.s;ayaan ebhya.h suvasi pasty:aavata.h y;athaa-yathaa pat;ayanta.h viyemir;e ev;a ev;a tasthu.h savitar sav;aaya te
y;e te tr;ir ;ahan savita.h sav;aaso div;e-dive sa;ubhagam aasuv;anti ;indro dy;aavaap.rthiv;ii s;indhur adbh;ir aaditya;ir no ;aditi.h ;s;arma ya;msat	y;e te tr;i.h ;ahan savitar sav;aasa.h div;e-dive sa;ubhagam aasuv;anti ;indra.h dy;aavaap.rthiv;ii s;indhu.h adbh;i.h aaditya;i.h na.h ;aditi.h ;s;arma ya.msat
k;o vas traat;aa vasava.h k;o varuut;aa dy;aavaabhuumii adite tr;aasiithaa.m na.h s;ahiiyaso varu.na mitra m;artaat k;o vo 'dhvar;e v;arivo dhaati devaa.h	k;a.h va.h traat;aa vasava.h k;a.h varuut;aa dy;aavaabhuumii adite tr;aasiithaam na.h s;ahiiyasa.h varu.na mitra m;artaat k;a.h va.h adhvar;e v;ariva.h dhaati devaa.h
pr;a y;e dh;aamaani puurvy;aa.ny ;arcaan v;i y;ad uch;aan viyot;aaro ;amuuraa.h vidhaat;aaro v;i t;e dadhur ;ajasraa .rt;adhiitayo rurucanta dasm;aa.h	pr;a y;e dh;aamaani puurvy;aa.ni ;arcaan v;i y;at uch;aan viyot;aara.h ;amuuraa.h vidhaat;aara.h v;i t;e dadhu.h ;ajasraa.h .rt;adhiitaya.h rurucanta dasm;aa.h
pr;a pasty:aam ;aditi.m s;indhum arka;i.h svast;im ii.de sakhy;aaya dev;iim ubh;e y;athaa no ;ahanii nip;aata u.s;aasaan;aktaa karataam ;adabdhe	pr;a pasty:aam ;aditim s;indhum arka;i.h svast;im ii.de sakhy;aaya dev;iim ubh;e y;athaa na.h ;ahanii nip;aata.h u.s;aasaan;aktaa karataam ;adabdhe
vy :aryam;aa v;aru.na;s ceti p;anthaam i.s;as p;ati.h suvit;a.m gaat;um agn;i.h ;indraavi.s.nuu n.rv;ad u .s;u st;avaanaa ;s;arma no yantam ;amavad v;aruutham	v;i aryam;aa v;aru.na.h ceti p;anthaam i.s;a.h p;ati.h suvit;am gaat;um agn;i.h ;indraavi.s.nuu n.rv;at u s;u st;avaanaa ;s;arma na.h yantam ;amavat v;aruutham
;aa p;arvatasya mar;utaam ;avaa;msi dev;asya traat;ur avri bh;agasya p;aat p;atir j;anyaad ;a;mhaso no mitr;o mitr;iyaad ut;a na uru.syet	;aa p;arvatasya mar;utaam ;avaa.msi dev;asya traat;u.h avri bh;agasya p;aat p;ati.h j;anyaat ;a.mhasa.h na.h mitr;a.h mitr;iyaat ut;a na.h uru.syet
n;uu rodasii ;ahinaa budhny:ena stuviit;a devii ;apyebhir i.s.ta;i.h samudr;a.m n;a sa.mc;ara.ne sani.sy;avo gharm;asvaraso nady:o ;apa vran	n;u+ rodasii ;ahinaa budhny:ena stuviit;a devii ;apyebhi.h i.s.ta;i.h samudr;am n;a sa.mc;ara.ne sani.sy;ava.h gharm;asvarasa.h nady:a.h ;apa vran
deva;ir no devy ;aditir n;i paatu dev;as traat;aa traayataam ;aprayuchan nah;i mitr;asya v;aru.nasya dhaas;im ;arhaamasi pram;iya.m s;aanv agn;e.h	deva;i.h na.h dev;ii ;aditi.h n;i paatu dev;a.h traat;aa traayataam ;aprayuchan nah;i mitr;asya v;aru.nasya dhaas;im ;arhaamasi pram;iyam s;aanu agn;e.h
agn;ir ii;se vasavy:asyaagn;ir mah;a.h sa;ubhagasya t;aany asm;abhya.m raasate	agn;i.h ii;se vasavy:asya agn;i.h mah;a.h sa;ubhagasya t;aani asm;abhyam raasate
;u.so maghony ;aa vaha s;uun.rte v;aaryaa pur;u asm;abhya.m vaajiniivati	;u.sa.h maghoni ;aa vaha s;uun.rte v;aaryaa pur;u asm;abhyam vaajiniivati
t;at s;u na.h savit;aa bh;ago v;aru.no mitr;o aryam;aa ;indro no r;aadhas;aa gamat	t;at s;u na.h savit;aa bh;aga.h v;aru.na.h mitr;a.h aryam;aa ;indra.h na.h r;aadhasaa ;aa gamat
mah;ii dy;aavaap.rthiv;ii ih;a jy;e.s.the ruc;aa bhavataa.m ;suc;ayadbhir arka;i.h y;at sii.m v;ari.s.the b.rhat;ii viminv;an ruv;ad dhok.s;aa paprathaan;ebhir ;evai.h	mah;ii dy;aavaap.rthiv;ii ih;a jy;e.s.the ruc;aa bhavataam ;suc;ayadbhi.h arka;i.h y;at siim v;ari.s.the b.rhat;ii viminv;an ruv;at ha uk.s;aa paprathaan;ebhi.h ;evai.h
dev;ii dev;ebhir yajat;e y;ajatrair ;aminatii tasthatur uk.s;amaa.ne .rt;aavarii adr;uhaa dev;aputre yaj;n;asya netr;ii ;suc;ayadbhir arka;i.h	dev;ii dev;ebhi.h yajat;e y;ajatrai.h ;aminatii tasthatu.h uk.s;amaa.ne .rt;aavarii adr;uhaa dev;aputre yaj;n;asya netr;ii ;suc;ayadbhi.h arka;i.h
s;a ;it sv;apaa bh;uvane.sv aasa y;a im;e dy;aavaap.rthiv;ii jaj;aana urv;ii gabhiir;e r;ajasii sum;eke ava;m;s;e dh;iira.h ;s;acyaa s;am airat	s;a.h ! ;it sv;apaa.h bh;uvane.su aasa y;a.h im;e dy;aavaap.rthiv;ii jaj;aana urv;ii gabhiir;e r;ajasii sum;eke ava.m;s;e dh;iira.h ;s;acyaa s;am airat
n;uu rodasii b.rh;adbhir no v;aruuthai.h p;atniivadbhir i.s;ayantii saj;o.saa.h uruuc;ii v;i;sve yajat;e n;i paata.m dhiy;aa syaama rathy:a.h sadaas;aa.h	n;u+ rodasii b.rh;adbhi.h na.h v;aruuthai.h p;atniivadbhi.h i.s;ayantii saj;o.saa.h uruuc;ii v;i;sve yajat;e n;i paatam dhiy;aa syaama rathy:a.h sadaas;aa.h
pr;a vaam m;ahi dy;avii abhy ;upastutim bharaamahe ;s;ucii ;upa pr;a;sastaye	pr;a vaam m;ahi dy;avii abh;i ;upastutim bharaamahe ;s;ucii ;upa pr;a;sastaye
punaan;e tanv:aa mith;a.h sv;ena d;ak.se.na raajatha.h uuhy;aathe san;aad .rt;am	punaan;e tanv:aa mith;a.h sv;ena d;ak.se.na raajatha.h uuhy;aathe san;aat .rt;am
mah;ii mitr;asya saadhathas t;arantii p;ipratii .rt;am p;ari yaj;n;a.m n;i .sedathu.h	mah;ii mitr;asya saadhatha.h t;arantii p;ipratii .rt;am p;ari yaj;n;am n;i sedathu.h
k.s;etrasya p;atinaa vay;a.m hit;eneva jayaamasi g;aam ;a;svam po.sayitnv ;aa s;a no m.r.daatiid;.r;se	k.s;etrasya p;atinaa vay;am hit;ena iva jayaamasi g;aam ;a;svam po.sayitn;u ;aa s;a na.h m.r.daati iid;.r;se
k.s;etrasya pate m;adhumantam uurm;i.m dhen;ur iva p;ayo asm;aasu dhuk.sva madhu;sc;uta.m gh.rt;am iva s;upuutam .rt;asya na.h p;atayo m.r.dayantu	k.s;etrasya pate m;adhumantam uurm;im dhen;u.h iva p;aya.h asm;aasu dhuk.sva madhu;sc;utam gh.rt;am iva s;upuutam .rt;asya na.h p;ataya.h m.r.dayantu
m;adhumatiir ;o.sadhiir dy;aava ;aapo m;adhuman no bhavatv ant;arik.sam k.s;etrasya p;atir m;adhumaan no astv ;ari.syanto ;anv ena.m carema	m;adhumatii.h ;o.sadhii.h dy;aava.h ;aapa.h m;adhumat na.h bhavatu ant;arik.sam k.s;etrasya p;ati.h m;adhumaan na.h astu ;ari.syanta.h ;anu enam carema
;sun;a.m vaah;aa.h ;sun;a.m n;ara.h ;sun;a.m k.r.satu l;aa:ngalam ;sun;a.m varatr;aa badhyantaa.m ;sun;am ;a.s.traam ;ud i:ngaya	;sun;am vaah;aa.h ;sun;am n;ara.h ;sun;am k.r.satu l;aa:ngalam ;sun;am varatr;aa.h badhyantaam ;sun;am ;a.s.traam ;ut i:ngaya
;s;unaasiiraav im;aa.m v;aaca.m ju.sethaa.m y;ad div;i cakr;athu.h p;aya.h t;enem;aam ;upa si;ncatam	;s;unaasiirau im;aam v;aacam ju.sethaam y;at div;i cakr;athu.h p;aya.h t;ena im;aam ;upa si;ncatam
arv;aacii subhage bhava s;iite v;andaamahe tvaa y;athaa na.h subh;ag;aasasi y;athaa na.h suph;al;aasasi	arv;aacii subhage bhava s;iite v;andaamahe tvaa y;athaa na.h subh;agaa ;asasi y;athaa na.h suph;alaa ;asasi
;indra.h s;iitaa.m n;i g.rh.naatu t;aam puu.s;aanu yachatu s;aa na.h p;ayasvatii duhaam ;uttaraam-uttaraa.m s;amaam	;indra.h s;iitaam n;i g.rh.naatu t;aam puu.s;aa ;anu yachatu s;aa na.h p;ayasvatii duhaam ;uttaraam-uttaraam s;amaam
;sun;a.m na.h ph;aalaa v;i k.r.santu bh;uumi.m ;sun;a.m kiin;aa;saa abh;i yantu vaaha;i.h ;sun;am parj;anyo m;adhunaa p;ayobhi.h ;s;unaasiiraa ;sun;am asm;aasu dhattam	;sun;am na.h ph;aalaa.h v;i k.r.santu bh;uumim ;sun;am kiin;aa;saa.h abh;i yantu vaaha;i.h ;sun;am parj;anya.h m;adhunaa p;ayobhi.h ;s;unaasiiraa ;sun;am asm;aasu dhattam
samudr;aad uurm;ir m;adhumaa;m ;ud aarad ;upaa;m;s;unaa s;am am.rtatv;am aana.t gh.rt;asya n;aama g;uhya.m y;ad ;asti jihv;aa dev;aanaam am;.rtasya n;aabhi.h	samudr;aat uurm;i.h m;adhumaan ;ut aarat ;upa a.m;s;unaa s;am am.rtatv;am aana.t gh.rt;asya n;aama g;uhyam y;at ;asti jihv;aa dev;aanaam am;.rtasya n;aabhi.h
vay;a.m n;aama pr;a bravaamaa gh.rt;asyaasm;in yaj;n;e dhaarayaamaa n;amobhi.h ;upa brahm;aa ;s.r.navac chasy;amaana.m c;atu.h;s.r:ngo 'vamiid gaur;a et;at	vay;am n;aama pr;a bravaama+ gh.rt;asya asm;in yaj;n;e dhaarayaama+ n;amobhi.h ;upa brahm;aa ;s.r.navat ;sasy;amaanam c;atu.h;s.r:nga.h avamiit gaur;a.h et;at
catv;aari ;s;.r:ngaa tr;ayo asya p;aadaa dv;e ;siir.s;e sapt;a h;astaaso asya tr;idhaa baddh;o v.r.sabh;o roraviiti mah;o dev;o m;artyaa;m ;aa vive;sa	catv;aari ;s;.r:ngaa tr;aya.h asya p;aadaa.h dv;e ;siir.s;e sapt;a h;astaasa.h asya tr;idhaa baddh;a.h v.r.sabh;a.h roraviiti mah;a.h dev;a.h m;artyaan ;aa vive;sa
